rowid,host,label,status,tic,already_present
276,TIC_63726082,1,pending,63726082,True
277,TIC_437248515,1,pending,437248515,True
278,TIC_299033092,1,pending,299033092,True
279,TIC_48964101,1,pending,48964101,True
280,TIC_117768715,1,pending,117768715,True
282,TIC_27828749,1,pending,27828749,True
283,TIC_280773136,1,pending,280773136,True
284,TIC_248381971,1,pending,248381971,True
285,TIC_272491028,1,pending,272491028,True
286,TIC_445751830,1,pending,445751830,True
287,TIC_116376087,1,pending,116376087,True
288,TIC_272843289,1,pending,272843289,True
289,TIC_7422496,1,pending,7422496,True
290,TIC_159580705,1,pending,159580705,True
291,TIC_306668068,1,pending,306668068,True
292,TIC_63373862,1,pending,63373862,True
293,TIC_53895723,1,pending,53895723,True
294,TIC_20537900,1,pending,20537900,True
295,TIC_284680749,1,pending,284680749,True
296,TIC_28090925,1,pending,28090925,True
297,TIC_351191596,1,pending,351191596,True
298,TIC_405717552,1,pending,405717552,True
299,TIC_316416562,1,pending,316416562,True
300,TIC_145752628,1,pending,145752628,True
301,TIC_330621494,1,pending,330621494,True
302,TIC_271663670,1,pending,271663670,True
303,TIC_144622139,1,pending,144622139,True
304,TIC_120103486,1,pending,120103486,True
305,TIC_232612416,1,pending,232612416,True
306,TIC_434094657,1,pending,434094657,True
307,TIC_26583618,1,pending,26583618,True
308,TIC_271163971,1,pending,271163971,True
309,TIC_63283780,1,pending,63283780,True
310,TIC_457695809,1,pending,457695809,True
311,TIC_435339847,1,pending,435339847,True
312,TIC_284475976,1,pending,284475976,True
313,TIC_410214986,1,pending,410214986,True
314,TIC_248250955,1,pending,248250955,True
315,TIC_299033164,1,pending,299033164,True
317,TIC_122225232,1,pending,122225232,True
319,TIC_178954837,1,pending,178954837,True
320,TIC_61538902,1,pending,61538902,True
321,TIC_26583640,1,pending,26583640,True
322,TIC_63365721,1,pending,63365721,True
323,TIC_169181786,1,pending,169181786,True
324,TIC_137634395,1,pending,137634395,True
325,TIC_160440924,1,pending,160440924,True
327,TIC_158433884,1,pending,158433884,True
328,TIC_270615136,1,pending,270615136,True
329,TIC_283722336,1,pending,283722336,True
330,TIC_184009313,1,pending,184009313,True
331,TIC_150184553,1,pending,150184553,True
332,TIC_270705258,1,pending,270705258,True
333,TIC_281461362,1,pending,281461362,True
334,TIC_318022259,1,pending,318022259,True
335,TIC_337216118,1,pending,337216118,True
336,TIC_26493559,1,pending,26493559,True
338,TIC_159728250,1,pending,159728250,True
339,TIC_172900988,1,pending,172900988,True
340,TIC_231670397,1,pending,231670397,True
341,TIC_200532605,1,pending,200532605,True
342,TIC_32432767,1,pending,32432767,True
343,TIC_120578688,1,pending,120578688,True
345,TIC_66650754,1,pending,66650754,True
346,TIC_298836607,1,pending,298836607,True
348,TIC_166527623,1,pending,166527623,True
349,TIC_21267079,1,pending,21267079,True
350,TIC_193634953,1,pending,193634953,True
351,TIC_330687113,1,pending,330687113,True
352,TIC_184427149,1,pending,184427149,True
353,TIC_322388624,1,pending,322388624,True
354,TIC_12862099,1,pending,12862099,True
355,TIC_37749396,1,pending,37749396,True
356,TIC_158212755,1,pending,158212755,True
357,TIC_120578712,1,pending,120578712,True
359,TIC_66560666,1,pending,66560666,True
360,TIC_158630552,1,pending,158630552,True
361,TIC_123314844,1,pending,123314844,True
363,TIC_30122649,1,pending,30122649,True
364,TIC_336691874,1,pending,336691874,True
365,TIC_399860388,1,pending,399860388,True
368,TIC_224289449,1,pending,224289449,True
369,TIC_272605867,1,pending,272605867,True
370,TIC_363479723,1,pending,363479723,True
371,TIC_278348461,1,pending,278348461,True
373,TIC_273875635,1,pending,273875635,True
374,TIC_31244979,1,pending,31244979,True
375,TIC_27009720,1,pending,27009720,True
376,TIC_123126460,1,pending,123126460,True
377,TIC_158171839,1,pending,158171839,True
378,TIC_27239111,1,pending,27239111,True
379,TIC_417948359,1,pending,417948359,True
381,TIC_137634508,1,pending,137634508,True
382,TIC_298074836,1,pending,298074836,True
383,TIC_53134037,1,pending,53134037,True
384,TIC_159441621,1,pending,159441621,True
385,TIC_269263577,1,pending,269263577,True
386,TIC_158794459,1,pending,158794459,True
388,TIC_468574941,1,pending,468574941,True
389,TIC_270705374,1,pending,270705374,True
390,TIC_399860444,1,pending,399860444,True
391,TIC_138568416,1,pending,138568416,True
392,TIC_88228576,1,pending,88228576,True
393,TIC_159646433,1,pending,159646433,True
394,TIC_271762145,1,pending,271762145,True
395,TIC_138805992,1,pending,138805992,True
396,TIC_302580456,1,pending,302580456,True
397,TIC_336634601,1,pending,336634601,True
398,TIC_169534187,1,pending,169534187,True
399,TIC_397288169,1,pending,397288169,True
400,TIC_121660143,1,pending,121660143,True
401,TIC_215687919,1,pending,215687919,True
402,TIC_16909043,1,pending,16909043,True
403,TIC_273507060,1,pending,273507060,True
404,TIC_232620788,1,pending,232620788,True
405,TIC_405717754,1,pending,405717754,True
406,TIC_138216186,1,pending,138216186,True
407,TIC_268403451,1,pending,268403451,True
408,TIC_279913214,1,pending,279913214,True
409,TIC_360022783,1,pending,360022783,True
410,TIC_272278272,1,pending,272278272,True
411,TIC_118268680,1,pending,118268680,True
412,TIC_180871947,1,pending,180871947,True
413,TIC_121733900,1,pending,121733900,True
414,TIC_123233041,1,pending,123233041,True
415,TIC_14344979,1,pending,14344979,True
416,TIC_220029715,1,pending,220029715,True
417,TIC_28361491,1,pending,28361491,True
418,TIC_92226327,1,pending,92226327,True
419,TIC_18121498,1,pending,18121498,True
420,TIC_268387099,1,pending,268387099,True
421,TIC_63005467,1,pending,63005467,True
422,TIC_397558558,1,pending,397558558,True
423,TIC_374530847,1,pending,374530847,True
424,TIC_417678115,1,pending,417678115,True
425,TIC_39928614,1,pending,39928614,True
426,TIC_409527090,1,pending,409527090,True
427,TIC_390021939,1,pending,390021939,True
428,TIC_327369524,1,pending,327369524,True
429,TIC_12821302,1,pending,12821302,True
430,TIC_280437559,1,pending,280437559,True
431,TIC_98796344,1,pending,98796344,True
432,TIC_271885110,1,pending,271885110,True
433,TIC_252470070,1,pending,252470070,True
434,TIC_27534138,1,pending,27534138,True
435,TIC_104866616,1,pending,104866616,True
436,TIC_76923707,1,pending,76923707,True
437,TIC_137151294,1,pending,137151294,True
438,TIC_271967039,1,pending,271967039,True
439,TIC_25346878,1,pending,25346878,True
440,TIC_333800257,1,pending,333800257,True
441,TIC_300081980,1,pending,300081980,True
442,TIC_83092282,1,pending,83092282,True
443,TIC_115524421,1,pending,115524421,True
445,TIC_120578889,1,pending,120578889,True
446,TIC_122684233,1,pending,122684233,True
447,TIC_18277196,1,pending,18277196,True
448,TIC_63284044,1,pending,63284044,True
449,TIC_175194958,1,pending,175194958,True
450,TIC_273376082,1,pending,273376082,True
451,TIC_156599123,1,pending,156599123,True
452,TIC_63210324,1,pending,63210324,True
453,TIC_328860504,1,pending,328860504,True
454,TIC_35857242,1,pending,35857242,True
455,TIC_158434144,1,pending,158434144,True
456,TIC_462553953,1,pending,462553953,True
457,TIC_439403362,1,pending,439403362,True
458,TIC_394175334,1,pending,394175334,True
459,TIC_239289191,1,pending,239289191,True
460,TIC_137151335,1,pending,137151335,True
461,TIC_446137194,1,pending,446137194,True
462,TIC_271958892,1,pending,271958892,True
463,TIC_237192046,1,pending,237192046,True
464,TIC_307733361,1,pending,307733361,True
465,TIC_48448369,1,pending,48448369,True
466,TIC_294028147,1,pending,294028147,True
467,TIC_233087860,1,pending,233087860,True
468,TIC_121734006,1,pending,121734006,True
469,TIC_271893367,1,pending,271893367,True
470,TIC_266593143,1,pending,266593143,True
472,TIC_54002556,1,pending,54002556,True
473,TIC_141411201,1,pending,141411201,True
474,TIC_279913347,1,pending,279913347,True
475,TIC_187278212,1,pending,187278212,True
476,TIC_26583944,1,pending,26583944,True
477,TIC_27992970,1,pending,27992970,True
478,TIC_158729099,1,pending,158729099,True
479,TIC_158385035,1,pending,158385035,True
481,TIC_422618003,1,pending,422618003,True
482,TIC_41862035,1,pending,41862035,True
483,TIC_237159318,1,pending,237159318,True
484,TIC_63210391,1,pending,63210391,True
485,TIC_197215129,1,pending,197215129,True
486,TIC_282485660,1,pending,282485660,True
487,TIC_245392284,1,pending,245392284,True
488,TIC_48448415,1,pending,48448415,True
489,TIC_121865123,1,pending,121865123,True
490,TIC_350348197,1,pending,350348197,True
491,TIC_9348006,1,pending,9348006,True
493,TIC_158843824,1,pending,158843824,True
494,TIC_158843826,1,pending,158843826,True
495,TIC_28230581,1,pending,28230581,True
496,TIC_310002617,1,pending,310002617,True
497,TIC_169083837,1,pending,169083837,True
498,TIC_311133118,1,pending,311133118,True
499,TIC_443556801,1,pending,443556801,True
501,TIC_279741379,1,pending,279741379,True
502,TIC_168281028,1,pending,168281028,True
503,TIC_63005636,1,pending,63005636,True
504,TIC_178709444,1,pending,178709444,True
505,TIC_268764100,1,pending,268764100,True
506,TIC_165987272,1,pending,165987272,True
507,TIC_179348425,1,pending,179348425,True
508,TIC_24978373,1,pending,24978373,True
509,TIC_417047499,1,pending,417047499,True
510,TIC_98591691,1,pending,98591691,True
511,TIC_267215820,1,pending,267215820,True
512,TIC_38200266,1,pending,38200266,True
513,TIC_27083727,1,pending,27083727,True
514,TIC_18318288,1,pending,18318288,True
515,TIC_286712787,1,pending,286712787,True
516,TIC_436478932,1,pending,436478932,True
518,TIC_291685334,1,pending,291685334,True
519,TIC_123413463,1,pending,123413463,True
520,TIC_92300251,1,pending,92300251,True
521,TIC_301540319,1,pending,301540319,True
522,TIC_272278496,1,pending,272278496,True
523,TIC_137683938,1,pending,137683938,True
524,TIC_351192037,1,pending,351192037,True
526,TIC_271164394,1,pending,271164394,True
527,TIC_272212970,1,pending,272212970,True
528,TIC_273138666,1,pending,273138666,True
529,TIC_282706928,1,pending,282706928,True
530,TIC_272843763,1,pending,272843763,True
532,TIC_176940023,1,pending,176940023,True
533,TIC_57983992,1,pending,57983992,True
535,TIC_237929468,1,pending,237929468,True
536,TIC_350618622,1,pending,350618622,True
538,TIC_156648452,1,pending,156648452,True
539,TIC_270787590,1,pending,270787590,True
540,TIC_437699592,1,pending,437699592,True
541,TIC_272180236,1,pending,272180236,True
542,TIC_202425357,1,pending,202425357,True
543,TIC_204317710,1,pending,204317710,True
544,TIC_121603086,1,pending,121603086,True
545,TIC_26584080,1,pending,26584080,True
546,TIC_299156496,1,pending,299156496,True
548,TIC_272942100,1,pending,272942100,True
549,TIC_120964116,1,pending,120964116,True
550,TIC_48505882,1,pending,48505882,True
551,TIC_27354139,1,pending,27354139,True
552,TIC_360023069,1,pending,360023069,True
553,TIC_158934047,1,pending,158934047,True
554,TIC_424731682,1,pending,424731682,True
555,TIC_149496868,1,pending,149496868,True
556,TIC_137307173,1,pending,137307173,True
557,TIC_289661991,1,pending,289661991,True
558,TIC_171975725,1,pending,171975725,True
559,TIC_311649327,1,pending,311649327,True
560,TIC_399967279,1,pending,399967279,True
561,TIC_366683184,1,pending,366683184,True
562,TIC_397394991,1,pending,397394991,True
563,TIC_289793076,1,pending,289793076,True
564,TIC_248644661,1,pending,248644661,True
565,TIC_158270511,1,pending,158270511,True
566,TIC_342041655,1,pending,342041655,True
567,TIC_292152376,1,pending,292152376,True
568,TIC_239977528,1,pending,239977528,True
569,TIC_121734202,1,pending,121734202,True
570,TIC_293954617,1,pending,293954617,True
571,TIC_44737596,1,pending,44737596,True
572,TIC_379929661,1,pending,379929661,True
575,TIC_328934463,1,pending,328934463,True
576,TIC_306955329,1,pending,306955329,True
577,TIC_273130565,1,pending,273130565,True
578,TIC_159450182,1,pending,159450182,True
581,TIC_240968774,1,pending,240968774,True
582,TIC_158917706,1,pending,158917706,True
583,TIC_610976842,1,pending,610976842,True
584,TIC_325624908,1,pending,325624908,True
585,TIC_270705735,1,pending,270705735,True
586,TIC_87942223,1,pending,87942223,True
587,TIC_399819857,1,pending,399819857,True
588,TIC_352617553,1,pending,352617553,True
589,TIC_393831507,1,pending,393831507,True
590,TIC_144401492,1,pending,144401492,True
591,TIC_360023124,1,pending,360023124,True
592,TIC_289383510,1,pending,289383510,True
593,TIC_137315414,1,pending,137315414,True
594,TIC_305243225,1,pending,305243225,True
595,TIC_63120475,1,pending,63120475,True
596,TIC_191284318,1,pending,191284318,True
597,TIC_183985250,1,pending,183985250,True
598,TIC_378012771,1,pending,378012771,True
599,TIC_306996324,1,pending,306996324,True
600,TIC_121275496,1,pending,121275496,True
601,TIC_158270568,1,pending,158270568,True
602,TIC_188589164,1,pending,188589164,True
603,TIC_303432813,1,pending,303432813,True
604,TIC_274031725,1,pending,274031725,True
605,TIC_122446960,1,pending,122446960,True
606,TIC_366576758,1,pending,366576758,True
608,TIC_27534458,1,pending,27534458,True
609,TIC_354944123,1,pending,354944123,True
610,TIC_422478973,1,pending,422478973,True
611,TIC_158844032,1,pending,158844032,True
612,TIC_165454978,1,pending,165454978,True
613,TIC_239273090,1,pending,239273090,True
614,TIC_148563075,1,pending,148563075,True
615,TIC_270525576,1,pending,270525576,True
616,TIC_63366281,1,pending,63366281,True
617,TIC_137151626,1,pending,137151626,True
618,TIC_14156936,1,pending,14156936,True
619,TIC_375506058,1,pending,375506058,True
620,TIC_27010191,1,pending,27010191,True
621,TIC_77481104,1,pending,77481104,True
622,TIC_101418130,1,pending,101418130,True
623,TIC_63366291,1,pending,63366291,True
624,TIC_371188886,1,pending,371188886,True
625,TIC_437011608,1,pending,437011608,True
626,TIC_46310554,1,pending,46310554,True
627,TIC_120693914,1,pending,120693914,True
628,TIC_159106207,1,pending,159106207,True
629,TIC_7652514,1,pending,7652514,True
630,TIC_158792743,1,pending,158792743,True
631,TIC_198108326,1,pending,198108326,True
632,TIC_159442087,1,pending,159442087,True
633,TIC_139158696,1,pending,139158696,True
634,TIC_29344935,1,pending,29344935,True
635,TIC_250979498,1,pending,250979498,True
636,TIC_184296619,1,pending,184296619,True
637,TIC_450102450,1,pending,450102450,True
638,TIC_351601843,1,pending,351601843,True
639,TIC_388801714,1,pending,388801714,True
640,TIC_27649203,1,pending,27649203,True
641,TIC_121660595,1,pending,121660595,True
642,TIC_246965431,1,pending,246965431,True
643,TIC_271164596,1,pending,271164596,True
644,TIC_272270522,1,pending,272270522,True
645,TIC_158172348,1,pending,158172348,True
646,TIC_382764222,1,pending,382764222,True
647,TIC_164414655,1,pending,164414655,True
648,TIC_39699648,1,pending,39699648,True
649,TIC_48448706,1,pending,48448706,True
650,TIC_283419843,1,pending,283419843,True
651,TIC_149603524,1,pending,149603524,True
652,TIC_164832454,1,pending,164832454,True
653,TIC_273876171,1,pending,273876171,True
654,TIC_121021644,1,pending,121021644,True
655,TIC_69747919,1,pending,69747919,True
656,TIC_26748113,1,pending,26748113,True
657,TIC_159179987,1,pending,159179987,True
658,TIC_3409107,1,pending,3409107,True
659,TIC_164652245,1,pending,164652245,True
660,TIC_332022997,1,pending,332022997,True
661,TIC_175629526,1,pending,175629526,True
662,TIC_71296216,1,pending,71296216,True
664,TIC_175629533,1,pending,175629533,True
665,TIC_378160351,1,pending,378160351,True
666,TIC_121013472,1,pending,121013472,True
667,TIC_21832928,1,pending,21832928,True
668,TIC_320636129,1,pending,320636129,True
669,TIC_159589603,1,pending,159589603,True
670,TIC_230982885,1,pending,230982885,True
671,TIC_27084006,1,pending,27084006,True
672,TIC_27911400,1,pending,27911400,True
673,TIC_158983401,1,pending,158983401,True
674,TIC_203228393,1,pending,203228393,True
675,TIC_184247532,1,pending,184247532,True
676,TIC_349095149,1,pending,349095149,True
677,TIC_230073581,1,pending,230073581,True
678,TIC_471016687,1,pending,471016687,True
679,TIC_8348911,1,pending,8348911,True
680,TIC_164529393,1,pending,164529393,True
681,TIC_376939759,1,pending,376939759,True
682,TIC_332711151,1,pending,332711151,True
683,TIC_275490034,1,pending,275490034,True
684,TIC_137626872,1,pending,137626872,True
685,TIC_157951225,1,pending,157951225,True
686,TIC_159581434,1,pending,159581434,True
688,TIC_270779644,1,pending,270779644,True
689,TIC_350020859,1,pending,350020859,True
691,TIC_360023295,1,pending,360023295,True
692,TIC_145368316,1,pending,145368316,True
693,TIC_122070274,1,pending,122070274,True
694,TIC_459826435,1,pending,459826435,True
695,TIC_384984325,1,pending,384984325,True
696,TIC_53175558,1,pending,53175558,True
697,TIC_28230919,1,pending,28230919,True
698,TIC_138568968,1,pending,138568968,True
699,TIC_137004295,1,pending,137004295,True
700,TIC_26584326,1,pending,26584326,True
701,TIC_120251654,1,pending,120251654,True
702,TIC_250111245,1,pending,250111245,True
703,TIC_322307342,1,pending,322307342,True
704,TIC_36734222,1,pending,36734222,True
705,TIC_390472975,1,pending,390472975,True
706,TIC_268608781,1,pending,268608781,True
707,TIC_27239696,1,pending,27239696,True
708,TIC_274367763,1,pending,274367763,True
709,TIC_188876052,1,pending,188876052,True
710,TIC_262587669,1,pending,262587669,True
711,TIC_71345433,1,pending,71345433,True
712,TIC_137635103,1,pending,137635103,True
713,TIC_279913760,1,pending,279913760,True
714,TIC_142394656,1,pending,142394656,True
715,TIC_77202722,1,pending,77202722,True
716,TIC_158786851,1,pending,158786851,True
717,TIC_121660708,1,pending,121660708,True
718,TIC_123495717,1,pending,123495717,True
719,TIC_233948455,1,pending,233948455,True
720,TIC_101721385,1,pending,101721385,True
721,TIC_362661163,1,pending,362661163,True
722,TIC_159180076,1,pending,159180076,True
723,TIC_321668398,1,pending,321668398,True
724,TIC_469943599,1,pending,469943599,True
726,TIC_158025009,1,pending,158025009,True
727,TIC_120317234,1,pending,120317234,True
728,TIC_1713457,1,pending,1713457,True
729,TIC_397362481,1,pending,397362481,True
730,TIC_397354290,1,pending,397354290,True
732,TIC_138036531,1,pending,138036531,True
733,TIC_366568760,1,pending,366568760,True
734,TIC_176899385,1,pending,176899385,True
735,TIC_26961214,1,pending,26961214,True
736,TIC_66561343,1,pending,66561343,True
737,TIC_159171904,1,pending,159171904,True
738,TIC_22529346,1,pending,22529346,True
739,TIC_65406275,1,pending,65406275,True
740,TIC_28763463,1,pending,28763463,True
741,TIC_121734474,1,pending,121734474,True
742,TIC_63898957,1,pending,63898957,True
743,TIC_16917838,1,pending,16917838,True
744,TIC_26961231,1,pending,26961231,True
745,TIC_144065872,1,pending,144065872,True
746,TIC_422618449,1,pending,422618449,True
747,TIC_36021583,1,pending,36021583,True
748,TIC_271164755,1,pending,271164755,True
749,TIC_137413972,1,pending,137413972,True
750,TIC_164889945,1,pending,164889945,True
751,TIC_271164763,1,pending,271164763,True
752,TIC_137217372,1,pending,137217372,True
753,TIC_91555165,1,pending,91555165,True
754,TIC_9815387,1,pending,9815387,True
755,TIC_399951196,1,pending,399951196,True
756,TIC_372172128,1,pending,372172128,True
757,TIC_399951202,1,pending,399951202,True
758,TIC_262530407,1,pending,262530407,True
759,TIC_80995687,1,pending,80995687,True
760,TIC_12666215,1,pending,12666215,True
761,TIC_271164778,1,pending,271164778,True
762,TIC_184427882,1,pending,184427882,True
763,TIC_121660779,1,pending,121660779,True
764,TIC_188507501,1,pending,188507501,True
765,TIC_206284139,1,pending,206284139,True
766,TIC_318449007,1,pending,318449007,True
767,TIC_164455792,1,pending,164455792,True
768,TIC_382625142,1,pending,382625142,True
769,TIC_158270841,1,pending,158270841,True
770,TIC_164881786,1,pending,164881786,True
771,TIC_57984377,1,pending,57984377,True
772,TIC_408290683,1,pending,408290683,True
773,TIC_59843967,1,pending,59843967,True
774,TIC_324609409,1,pending,324609409,True
775,TIC_121865605,1,pending,121865605,True
776,TIC_243271051,1,pending,243271051,True
777,TIC_220022156,1,pending,220022156,True
778,TIC_348964243,1,pending,348964243,True
779,TIC_139298196,1,pending,139298196,True
780,TIC_428238233,1,pending,428238233,True
781,TIC_121660826,1,pending,121660826,True
782,TIC_158213532,1,pending,158213532,True
783,TIC_125060509,1,pending,125060509,True
784,TIC_175236511,1,pending,175236511,True
785,TIC_157910432,1,pending,157910432,True
786,TIC_393495970,1,pending,393495970,True
787,TIC_159573412,1,pending,159573412,True
788,TIC_404243877,1,pending,404243877,True
789,TIC_128902569,1,pending,128902569,True
790,TIC_124306858,1,pending,124306858,True
791,TIC_277128619,1,pending,277128619,True
793,TIC_17409453,1,pending,17409453,True
794,TIC_275490218,1,pending,275490218,True
795,TIC_120571308,1,pending,120571308,True
796,TIC_27239856,1,pending,27239856,True
797,TIC_272213425,1,pending,272213425,True
798,TIC_336266673,1,pending,336266673,True
799,TIC_143713715,1,pending,143713715,True
800,TIC_152569268,1,pending,152569268,True
801,TIC_121865656,1,pending,121865656,True
802,TIC_284181945,1,pending,284181945,True
803,TIC_116483514,1,pending,116483514,True
804,TIC_159172027,1,pending,159172027,True
805,TIC_288474555,1,pending,288474555,True
806,TIC_148497855,1,pending,148497855,True
807,TIC_123495874,1,pending,123495874,True
808,TIC_164464070,1,pending,164464070,True
809,TIC_164767175,1,pending,164767175,True
810,TIC_8963531,1,pending,8963531,True
812,TIC_148153804,1,pending,148153804,True
813,TIC_125552076,1,pending,125552076,True
814,TIC_270468559,1,pending,270468559,True
815,TIC_159098316,1,pending,159098316,True
816,TIC_27649489,1,pending,27649489,True
817,TIC_291751373,1,pending,291751373,True
818,TIC_272491981,1,pending,272491981,True
819,TIC_90850770,1,pending,90850770,True
820,TIC_138569175,1,pending,138569175,True
821,TIC_139036121,1,pending,139036121,True
822,TIC_100566492,1,pending,100566492,True
823,TIC_771548,1,pending,771548,True
824,TIC_176956893,1,pending,176956893,True
826,TIC_365733349,1,pending,365733349,True
827,TIC_272369124,1,pending,272369124,True
828,TIC_267650535,1,pending,267650535,True
829,TIC_121660904,1,pending,121660904,True
830,TIC_42821097,1,pending,42821097,True
831,TIC_158492133,1,pending,158492133,True
832,TIC_123405803,1,pending,123405803,True
833,TIC_37348844,1,pending,37348844,True
835,TIC_166184428,1,pending,166184428,True
836,TIC_168699373,1,pending,168699373,True
837,TIC_159647219,1,pending,159647219,True
838,TIC_281748980,1,pending,281748980,True
839,TIC_352011765,1,pending,352011765,True
840,TIC_321857016,1,pending,321857016,True
842,TIC_350987771,1,pending,350987771,True
843,TIC_158320130,1,pending,158320130,True
844,TIC_32949762,1,pending,32949762,True
845,TIC_270501383,1,pending,270501383,True
846,TIC_27231753,1,pending,27231753,True
847,TIC_137315852,1,pending,137315852,True
848,TIC_273131021,1,pending,273131021,True
849,TIC_169084431,1,pending,169084431,True
850,TIC_371443216,1,pending,371443216,True
851,TIC_42812945,1,pending,42812945,True
853,TIC_115779095,1,pending,115779095,True
854,TIC_234112540,1,pending,234112540,True
855,TIC_158664221,1,pending,158664221,True
856,TIC_86263325,1,pending,86263325,True
857,TIC_19342878,1,pending,19342878,True
858,TIC_159311390,1,pending,159311390,True
859,TIC_289580577,1,pending,289580577,True
860,TIC_268060194,1,pending,268060194,True
861,TIC_368739874,1,pending,368739874,True
862,TIC_184428068,1,pending,184428068,True
863,TIC_398943781,1,pending,398943781,True
864,TIC_367912480,1,pending,367912480,True
865,TIC_71099944,1,pending,71099944,True
866,TIC_302908969,1,pending,302908969,True
867,TIC_169248301,1,pending,169248301,True
868,TIC_434226736,1,pending,434226736,True
869,TIC_349488688,1,pending,349488688,True
870,TIC_271877680,1,pending,271877680,True
