hostname,pl_name,ra,dec,st_rad,st_teff,st_mass
TOI-1774,TOI-1774.01,148.1619305,35.111008,1.1303,5746.0,0.991
HD 156279,HD 156279 c,258.0966686,63.3527828,0.95,5453.0,0.94
Kepler-1166,Kepler-1166 b,290.3484956,50.9028387,0.86,5446.0,0.9
TOI-929,TOI-929 b,45.9071657,-39.9307758,0.717414,4457.16,0.7
TOI-1448,TOI-1448 b,316.324003,57.7710946,0.38,3412.0,0.372
TOI-5340,TOI-5340 b,59.3094816,22.3783373,1.842,5990.0,1.35
EPIC 220674823,EPIC 220674823 c,13.0800239,10.7947051,0.99,5578.0,0.913
GJ 436,GJ 436 b,175.5505363,26.7030669,0.455,3586.11,0.47
Kepler-207,Kepler-207 d,290.0305195,42.1660555,1.588,5920.0,1.313
Kepler-1767,Kepler-1767 b,293.6441248,46.9896696,0.831,5243.0,0.887
Kepler-1889,Kepler-1889 b,297.1992577,41.2264404,0.817,5646.0,0.864
WASP-81,WASP-81 b,304.2079924,3.2939492,1.283,5870.0,1.08
Kepler-1190,Kepler-1190 b,284.9996582,49.4799506,0.72,4730.0,0.76
DMPP-6,DMPP-6 c,120.3857827,-70.0234291,1.27,6182.09,1.079
DMPP-2,DMPP-2 c,27.407731,-34.4590985,1.78,6500.0,1.41
DMPP-8,DMPP-8 b,305.3083517,-81.6166664,1.24,6009.0,0.99
GJ 887,GJ 887 e,346.5027573,-35.8473489,0.468,3688.0,0.495
CoRoT-27,CoRoT-27 b,278.4958319,5.5383811,1.08,5900.0,1.05
Kepler-1431,Kepler-1431 b,292.6583919,49.8651522,1.03,5806.0,1.03
HD 21411,HD 21411 b,51.5474155,-30.6168403,0.825605,5605.0,0.89
HD 106906,HD 106906 b,184.4713308,-55.9755805,2.12351,6516.0,1.5
K2-237,K2-237 b,253.7688479,-28.7105836,1.236,6180.0,1.256
Kepler-413,Kepler-413 b,288.5106679,51.1624235,0.7761,4700.0,0.82
Kepler-1804,Kepler-1804 b,301.3428675,44.672175,1.671,5109.0,0.929
Kepler-821,Kepler-821 b,285.6173937,39.3794684,0.8,5191.0,0.84
Kepler-160,Kepler-160 c,287.773573,42.8692755,1.118,5471.0,1.003
Kepler-1075,Kepler-1075 b,287.5011404,47.4691157,0.54,3959.0,0.56
Kepler-106,Kepler-106 d,300.864006,44.3375497,1.04,5858.0,1.0
TIC 183374187,TIC 183374187 b,357.6160382,-41.4124228,1.344,5768.0,0.853
Kepler-919,Kepler-919 b,298.1147862,48.4943834,1.21,6113.0,1.15
Kepler-450,Kepler-450 d,295.4865821,51.0135237,1.64162,6197.21,1.19
Kepler-51,Kepler-51 d,296.4797624,49.9376486,0.94,6018.0,1.04
K2-186,K2-186 b,135.3350487,18.8252879,0.98083,5784.0,1.018617
HD 73344,HD 73344 b,129.6894456,23.6852651,1.22,6252.6,1.2
HATS-69,HATS-69 b,289.2974275,-60.8917599,0.8785,5137.0,0.892
WASP-36,WASP-36 b,131.5803897,-8.0269855,0.985,5959.0,1.081
Kepler-1783,Kepler-1783 b,297.0210984,41.3771655,1.781,5129.0,0.887
HD 115954,HD 115954 b,199.9853694,38.3691383,1.213,5957.0,1.18
LHS 1678,LHS 1678 c,68.1789866,-39.7908744,0.329,3490.0,0.345
Kepler-189,Kepler-189 b,287.5646296,44.3050662,0.75,5235.0,0.803
TOI-1634,TOI-1634 c,56.3906096,37.1122803,0.45,3472.0,0.451
Kepler-556,Kepler-556 b,290.5294799,38.9427306,0.98,5740.0,1.0
Kepler-109,Kepler-109 c,290.3926795,40.2849074,1.387,5950.0,1.094
K2-316,K2-316 c,233.6247336,-23.2594663,0.379,3436.0,0.408
GJ 393,GJ 393 b,157.2288672,0.8378485,0.426,3579.0,0.426
HD 108236,HD 108236 f,186.5740627,-51.3630519,0.877,5660.0,0.869
TIC 9344899,TIC 9344899 b,72.793934,-8.4473205,1.06,5800.0,0.98
DMPP-3 A,DMPP-3 A b,91.6243532,-72.5143057,0.91,5138.0,0.9
TOI-5789,TOI-5789 d,302.7734475,16.1897138,0.833,5185.0,0.821
Kepler-101,Kepler-101 c,283.255507,48.3552474,1.56,5667.0,1.17
Kepler-1108,Kepler-1108 b,296.0422962,45.98514,0.84,5406.0,0.88
Kepler-2001,Kepler-2001 c,291.6594558,50.5838585,0.77,5081.0,0.864
XO-1,XO-1 b,240.5492745,28.1696248,0.88,5750.0,0.88
Kepler-1154,Kepler-1154 b,297.4771158,39.8772345,1.43,6327.0,1.26
Kepler-837,Kepler-837 b,285.2467607,45.95011,0.81,5403.0,0.85
K2-88,K2-88 b,54.7514566,19.1199667,0.256,3537.0,0.258
TOI-1839,TOI-1839 c,196.8331106,5.8520458,0.848099,5315.91,0.934
Kepler-140,Kepler-140 b,287.3694056,46.7681473,1.288,6077.0,1.044
Kepler-328,Kepler-328 b,295.8092756,40.0084866,1.06,6064.0,1.15
Kepler-625,Kepler-625 b,292.1504723,39.6375254,0.96,5789.0,1.04
HD 217107,HD 217107 c,344.5647243,-2.3954489,1.2245,5622.0,1.045
Kepler-427,Kepler-427 b,288.2545808,43.7048379,1.35,5800.0,0.96
Kepler-1874,Kepler-1874 b,286.3718158,43.692081,0.775,4701.0,0.758
HD 15906,HD 15906 c,38.2712534,-10.352178,0.762,4757.0,0.79
Kepler-1688,Kepler-1688 b,289.5530051,41.2978532,0.746,4632.11,0.814
Kepler-1182,Kepler-1182 b,296.3079895,43.8213706,1.05,5924.0,1.04
Kepler-1678,Kepler-1678 b,292.5916297,38.3995629,0.834976,5754.0,1.03
HD 93385,HD 93385 c,161.5627065,-41.464604,1.18484,5977.0,1.04
TOI-5634 A,TOI-5634 A b,175.6436366,20.9652921,0.54,3896.0,0.556
TOI-871,TOI-871 b,74.7376264,-50.6274153,0.719,4929.0,0.758
GJ 251,GJ 251 c,103.7002499,33.2664632,0.36,3342.0,0.35
Kepler-511,Kepler-511 c,282.9455384,47.5749181,1.417,5866.0,0.958
Kepler-1191,Kepler-1191 b,291.6577923,48.0092619,0.81,5308.0,0.85
Kepler-1125,Kepler-1125 b,295.4812018,40.7319316,0.94,5683.0,0.95
TOI-4527,TOI-4527.01,19.4722574,5.4711996,0.485948,3702.0,0.483901
TOI-883,TOI-883 b,103.3690609,-6.5078349,1.01477,5713.15,1.003
Kepler-247,Kepler-247 c,288.6425609,43.0393769,0.768,5100.0,0.887
HD 181433,HD 181433 d,291.2873731,-66.4677838,0.79,4918.0,0.86
Kepler-1997,Kepler-1997 b,297.4808253,46.5891373,1.052,6215.0,1.111
HD 98219,HD 98219 b,169.4475218,-23.975488,4.6,4925.0,1.41
Kepler-281,Kepler-281 c,294.1081465,44.7706524,0.899,5723.0,0.95
alf Ari,alf Ari b,31.793286,23.462421,13.9,4553.0,1.5
K2-70,K2-70 b,338.4759328,-10.0849917,0.93,5622.0,0.94
Kepler-759,Kepler-759 b,290.1314231,41.3814345,1.04,5860.0,1.04
HIP 8152,HIP 8152 c,26.2092533,-18.4013844,0.9603,5618.0,0.9373
TOI-4329,TOI-4329 b,329.5639152,71.1316048,2.31,6000.0,1.538
Kepler-171,Kepler-171 c,296.7719082,41.7555958,0.839,5642.0,0.978
Kepler-136,Kepler-136 b,296.4673039,42.5987984,1.355,6165.0,1.204
CoRoT-7,CoRoT-7 d,100.9561682,-1.0630076,0.8389,5250.0,0.915
Kepler-1577,Kepler-1577 b,292.9552704,47.5730433,0.74,4862.0,0.78
TOI-942,TOI-942 c,76.6496172,-20.2456126,0.894,4969.0,0.822
HD 86264,HD 86264 b,149.2409308,-15.8953993,1.88,6210.0,1.26
TOI-1680,TOI-1680 b,292.313979,65.9738018,0.2106,3225.0,0.1798
Kepler-244,Kepler-244 d,287.242641,42.3014185,0.803,5554.0,0.933
TOI-2093,TOI-2093 b,302.7375229,70.8696532,0.729,4426.0,0.745
HD 27894,HD 27894 b,65.1975693,-59.4096776,0.891767,4875.0,0.81
K2-272,K2-272 b,132.6211743,17.5423852,0.83,5397.0,0.86
Kepler-835,Kepler-835 b,283.5742181,45.7348003,1.11,5954.0,1.08
TIC 150070085,TIC 150070085 b,110.1432005,53.5469842,1.086,5999.0,1.16
TOI-1883,TOI-1883 b,134.0892456,-12.9306438,0.506,3554.0,0.495
Kepler-146,Kepler-146 c,294.1107631,38.7102222,1.208,5948.0,1.079
Kepler-166,Kepler-166 b,293.1600977,48.8812074,0.742,5413.0,0.811
HATS-11,HATS-11 b,289.4007603,-22.3900092,1.54,6563.0,1.33
2MASS J01225093-2439505,2MASS J01225093-2439505 b,20.7128012,-24.6646128,0.36645,3530.0,0.4
HD 153950,HD 153950 b,256.1292826,-43.3103753,1.28,6124.0,1.25
Kepler-1341,Kepler-1341 b,280.5116813,44.1593503,0.72,4662.0,0.79
TOI-5704,TOI-5704 b,169.8248694,44.9890782,0.7575,4590.0,0.73
TOI-4562,TOI-4562 c,112.0100593,-63.5177788,1.152,6096.0,1.192
Kepler-524,Kepler-524 b,296.8591787,49.1620125,1.1,6014.0,1.09
TOI-1859,TOI-1859 b,279.8317644,69.5228726,1.36,6341.0,1.287
Kepler-973,Kepler-973 b,290.1653203,49.9238126,0.78,5213.0,0.86
Kepler-1451,Kepler-1451 b,293.4464227,40.4098813,0.99,5782.0,1.0
Kepler-112,Kepler-112 b,296.9811361,43.2097025,0.841,5544.0,0.782
HD 23127,HD 23127 b,54.8491271,-60.077229,1.49,5843.0,1.208
K2-273,K2-273 b,129.7768928,19.0100046,0.85,5161.0,0.89
Kepler-291,Kepler-291 c,287.9163029,42.4372666,1.016,6002.0,1.023
EPIC 206215704,EPIC 206215704 b,335.0949721,-9.5097112,0.25,3297.0,0.407
K2-316,K2-316 b,233.6247336,-23.2594663,0.379,3436.0,0.408
Kepler-613,Kepler-613 b,282.7868415,46.2449846,0.96,5723.0,0.98
K2-211,K2-211 b,21.1061587,1.7049101,0.818,5117.0,0.851
TOI-6016,TOI-6016 b,4.5239602,59.7661983,1.51,6110.0,1.31
HD 106270,HD 106270 b,183.4049258,-9.5135645,2.66,5509.0,1.39
TOI-4030,TOI-4030 b,277.6228367,56.7704522,0.991737,5640.37,0.98
Kepler-1920,Kepler-1920 b,291.0620355,38.8632881,1.161,6277.0,1.239
CoRoT-14,CoRoT-14 b,103.4242023,-5.5360385,1.21,6035.0,1.13
HD 215497,HD 215497 b,341.652714,-56.5997984,0.85,5110.0,0.67
HD 220197,HD 220197 b,350.4946927,16.6323305,0.98,5683.0,0.91
TOI-5720,TOI-5720 b,170.3135774,25.2732942,0.383,3325.0,0.383
Kepler-203,Kepler-203 d,297.089959,41.3880686,1.114,5821.0,1.06
TIC 161045582,TIC 161045582 b,223.6258514,49.097725,1.07976,5683.87,1.04
Kepler-1171,Kepler-1171 b,294.9589285,38.5915968,1.95,7044.0,1.58
HD 65216,HD 65216 b,118.4209646,-63.6466892,0.88,5612.0,0.874
HD 154345,HD 154345 b,255.6524619,47.0855544,0.85,5468.0,0.89
Teegarden's Star,Teegarden's Star d,43.2691449,16.8649024,0.12,3034.0,0.097
Qatar-1,Qatar-1 b,303.3818697,65.1623313,0.803,5013.0,0.838
TOI-908,TOI-908 b,53.1594266,-81.250745,1.028,5626.0,0.95
HD 185283,HD 185283 b,295.3233609,-56.3221096,0.743303,4848.0,0.8
HD 12661,HD 12661 c,31.1423525,25.4135632,1.11,5748.0,1.02
HD 175167,HD 175167 b,285.0033888,-69.9450664,1.75,5635.0,1.09
HAT-P-31,HAT-P-31 b,271.5376722,26.4266061,1.39,6065.0,1.31
Kepler-1475,Kepler-1475 b,295.9482766,44.753096,1.28,6214.0,1.18
K2-133,K2-133 c,70.1493775,25.0098135,0.455,3655.0,0.461
Kepler-323,Kepler-323 b,291.3822988,38.1274595,1.12,6004.0,1.015
Kepler-40,Kepler-40 b,296.8136883,47.5265446,2.13,6510.0,1.48
GJ 896 A,GJ 896 A b,352.9700384,19.9370011,0.394682,3345.0,0.43599
K2-63,K2-63 b,333.4267738,-12.0663429,1.63,6771.0,1.4
Kepler-10,Kepler-10 c,285.679298,50.2414842,1.065,5708.0,0.91
TOI-2498,TOI-2498 b,95.4162204,11.2516477,1.26,5905.0,1.12
WASP-197,WASP-197 b,160.6307133,28.1986255,2.112,6050.0,1.36
HD 177565,HD 177565 b,286.7175787,-37.8122394,0.971489,5627.0,1.0
TOI-6651,TOI-6651 b,15.7885904,35.3890405,1.721,5940.0,1.323
KOI-351,KOI-351 g,284.4334642,49.3051239,1.185,6031.13,1.242
Kepler-1931,Kepler-1931 b,290.8723061,43.3330104,1.221,6167.0,1.174
HIP 74890,HIP 74890 b,229.5714974,-41.4210961,5.77,4850.0,1.74
Kepler-287,Kepler-287 c,290.9274282,48.4434588,1.032,5806.0,0.963
Luhman 16 A,Luhman 16 b,162.3282594,-53.3193715,,,0.0338
2MASS J21252752-8138278,2MASS J21252752-8138278 b,321.3662989,-81.6414894,0.672832,3592.0,0.643977
GJ 180,GJ 180 b,73.460097,-17.776194,0.413049,3371.0,0.43
LkCa 15,LkCa 15 c,69.8241791,22.3508662,1.60711,4194.0,
Kepler-512,Kepler-512 b,298.2689217,48.9167391,1.3,5997.0,1.17
HD 191939,HD 191939 e,302.0256247,66.8503014,0.94,5348.0,0.81
Kepler-1753,Kepler-1753 b,288.236664,46.6058744,0.769,5180.0,0.86
TOI-178,TOI-178 f,7.3020115,-30.4541159,0.662,4316.0,0.647
GJ 3634,GJ 3634 b,164.6433493,-31.1443383,0.43,3517.0,0.45
K2-318,K2-318 b,232.4461375,-17.557463,0.552,3851.0,0.561
TYC 8998-760-1,TYC 8998-760-1 b,201.3001096,-64.9391566,0.953811,4573.0,1.0
Kepler-739,Kepler-739 b,290.067994,46.5791535,0.9,5601.0,0.93
Kepler-415,Kepler-415 c,293.8045041,38.6390517,0.643,4362.0,0.67
Kepler-893,Kepler-893 b,284.9630591,43.9130282,0.99,5820.0,1.0
HD 117207,HD 117207 b,202.3368806,-35.5713041,1.074,5732.0,1.053
HATS-51,HATS-51 b,102.8474248,-29.0586551,1.44,5758.0,1.187
GJ 15 A,GJ 15 A c,4.6126677,44.0247296,0.38,3607.0,0.38
K2-398,K2-398 b,161.7349738,1.9367044,1.239,5946.0,0.945
HD 204313,HD 204313 b,322.0510568,-21.7274194,1.1,5767.0,1.03
Kepler-261,Kepler-261 b,291.3647333,37.609239,0.794,5098.0,0.834
TOI-1782,TOI-1782.02,213.0787718,74.4117909,0.669,4336.0,0.68
WASP-119,WASP-119 b,55.9336392,-65.19378,1.2,5650.0,1.02
Kepler-382,Kepler-382 c,299.1362435,45.8699582,0.945,5600.0,1.002
K2-246,K2-246 b,181.6296115,-1.1606,0.94,5610.0,0.87
TOI-1453,TOI-1453 b,258.2232705,57.1977779,0.72,4975.0,0.715
BD+20 2457,BD+20 2457 b,154.186782,19.8912626,49.0,4137.0,2.8
Kepler-1400,Kepler-1400 b,286.2716827,45.4408055,0.78,5044.0,0.83
Kepler-18,Kepler-18 b,298.0794448,44.746248,1.108,5345.0,0.972
HD 103949,HD 103949 b,179.5479558,-23.9241221,0.753113,4792.0,0.77
K2-155,K2-155 b,65.469614,21.3532633,0.58,4258.0,0.65
K2-238,K2-238 b,347.7043164,-7.8575592,1.59,5630.0,1.19
Kepler-705,Kepler-705 b,289.5085612,41.8120234,0.51,3722.0,0.53
TIC 434398831,TIC 434398831 b,93.9592639,16.0238459,0.909,5638.0,0.992
TOI-6255,TOI-6255 b,331.5031606,39.2988284,0.37,3421.0,0.353
K2-276,K2-276 b,125.9528309,22.6339399,0.85,5139.0,0.82
Kepler-1363,Kepler-1363 b,296.9964872,49.2563228,0.72,4839.0,0.76
Kepler-725,Kepler-725 b,283.9774949,44.8115613,0.88,5395.0,0.95
HD 83443,HD 83443 c,144.2994103,-43.272721,0.94,5442.0,1.0
Kepler-172,Kepler-172 d,283.3684093,41.821839,1.085,5526.0,1.081
Kepler-1204,Kepler-1204 b,289.4415238,42.4981476,1.03,5825.0,1.03
GJ 3090,GJ 3090 c,20.4384281,-46.7147234,0.516,3707.0,0.519
TOI-6324,TOI-6324 b,330.844543,67.4986773,0.293,3247.0,0.269
TOI-2134,TOI-2134 c,271.9355015,39.0729269,0.709,4580.0,0.744
TOI-5614,TOI-5614 b,189.4323154,69.4584273,0.734919,4553.0,0.674
Kepler-1903,Kepler-1903 b,290.8882981,51.2481617,0.996,6347.0,1.053
TOI-677,TOI-677 b,144.1193594,-50.4630933,1.28,6295.0,1.181
LP 890-9,LP 890-9 b,64.1309096,-28.3157909,0.1556,2850.0,0.118
KOI-94,KOI-94 d,297.3330716,41.8911186,1.52,6182.0,1.277
K2-68,K2-68 b,334.0195539,-10.5673649,0.675,4746.0,0.73
Kepler-716,Kepler-716 c,290.3931809,43.3638577,0.742183,5012.0,0.83
HD 131496,HD 131496 b,223.3461495,18.2352618,4.44,4846.0,1.34
Kepler-1065,Kepler-1065 b,294.511319,38.7904648,0.93,5635.0,0.94
Kepler-356,Kepler-356 b,292.4210998,37.6827919,1.335,6133.0,1.163
Kepler-466,Kepler-466 b,295.6486585,48.4955191,1.05,5927.0,1.04
K2-84,K2-84 c,55.8093566,16.6344396,0.93,5652.0,0.95
Kepler-1052,Kepler-1052 c,295.34273,46.6022134,0.848,5818.0,0.937
KOI-13,KOI-13 b,286.9713876,46.8682463,1.74,7650.0,1.72
Kepler-23,Kepler-23 c,294.2189131,49.4792536,1.548,5828.0,1.078
Kepler-511,Kepler-511 b,282.9455384,47.5749181,1.2,5770.0,1.0
Kepler-1967,Kepler-1967 b,299.1376276,43.4984724,1.806,4970.0,0.996
Kepler-793,Kepler-793 b,295.2167334,38.7744269,0.97,5745.0,0.98
HD 128311,HD 128311 b,219.0032292,9.7454368,0.76,4965.0,0.828
K2-376,K2-376 b,132.7193327,25.0380824,1.149,5937.0,0.908
HD 216770,HD 216770 b,343.9748751,-26.6595286,0.93,5399.0,0.74
HD 112300,HD 112300 b,193.8988441,3.3972376,65.8,3657.0,1.4
TOI-444,TOI-444 b,64.1839982,-26.7664071,0.779,5225.0,0.96
K2-164,K2-164 b,171.933659,-0.0628488,2.196069,5791.0,1.180894
Kepler-130,Kepler-130 c,288.4505905,40.2452006,1.17,5879.0,1.0
NGTS-20,NGTS-20 b,46.2926368,-21.9336472,1.78,5980.0,1.47
Kepler-1717,Kepler-1717 b,295.2126472,49.56216,1.64,6200.0,1.158
Kepler-579,Kepler-579 b,295.0020771,39.9528613,0.96,5636.0,0.99
Kepler-664,Kepler-664 b,288.7549029,48.226203,1.02,5754.0,1.01
Kepler-1417,Kepler-1417 b,290.9498966,40.605197,1.02,5839.0,1.02
TOI-4363,TOI-4363 b,37.1105554,-12.5493631,0.69132,4278.45,0.62
TOI-2373,TOI-2373 b,61.6862197,-16.7557546,1.102,5651.0,1.041
TOI-5386 A,TOI-5386 A b,226.1069193,60.5362318,1.245,6094.0,1.165
Kepler-1484,Kepler-1484 b,292.6842738,38.1262604,0.92,5730.0,0.94
Kepler-159,Kepler-159 b,297.0702037,40.868734,0.663,4625.0,0.628
Kepler-1712,Kepler-1712 b,284.998698,50.1466922,0.509,3732.0,0.515
Kepler-660,Kepler-660 b,288.1382985,47.7245642,0.71,4779.0,0.75
Kepler-616,Kepler-616 b,294.989137,46.8383058,0.97,5753.0,0.98
Kepler-157,Kepler-157 c,291.0972257,38.8756049,1.044,5774.0,0.95
Kepler-166,Kepler-166 c,293.1600977,48.8812074,0.742,5413.0,0.811
Kepler-164,Kepler-164 b,287.7808115,47.6298453,1.148,5888.0,1.036
Kepler-91,Kepler-91 b,285.6729033,44.1167513,6.3,4550.0,1.31
Kepler-331,Kepler-331 b,291.8343455,39.3073462,0.492,4347.0,0.653
TOI-1246,TOI-1246 e,251.1158702,70.4299917,0.8649,5213.0,0.8889
HD 141399,HD 141399 e,236.7235392,46.986288,1.387236,5600.0,1.07
HD 208527,HD 208527 b,329.0999413,21.239922,51.1,4035.0,1.6
HD 219134,HD 219134 h,348.3372026,57.1696255,0.77,4913.0,0.794
Kepler-1489,Kepler-1489 c,281.2957984,44.4654063,0.957,5565.53,0.977
Kepler-254,Kepler-254 b,288.1646541,45.8164257,0.91,5957.0,0.849
HD 20782,HD 20782 b,50.0166232,-28.8543535,1.12681,5782.13,1.04
Kepler-152,Kepler-152 c,286.8653826,41.9889571,0.724,5088.0,0.779
HD 160691,HD 160691 e,266.0361585,-51.8348751,1.33,5773.0,1.13
K2-353,K2-353 b,201.6168564,-2.2819018,0.99,5698.0,0.87
CoRoT-16,CoRoT-16 b,278.5246658,-6.0026026,1.19,5650.0,1.098
WASP-116,WASP-116 b,35.2157609,-1.8260419,1.426,6250.0,1.25
Kepler-1113,Kepler-1113 b,289.4066969,39.338813,1.17,5931.0,1.12
Kepler-1466,Kepler-1466 b,289.8312418,44.6098415,1.02,5884.0,1.01
Gliese 12,Gliese 12 b,3.9579137,13.5576175,0.265,3328.0,0.255
Kepler-326,Kepler-326 b,294.3255898,46.0022646,0.801,5105.0,0.91
HIP 8152,HIP 8152 b,26.2092533,-18.4013844,0.9603,5618.0,0.9373
Kepler-25,Kepler-25 d,286.6383905,39.4879038,1.316,6354.0,1.165
GJ 581,GJ 581 b,229.8564725,-7.7226935,0.302,3500.0,0.295
HD 153557,HD 153557 d,254.4706516,47.3678558,0.745171,4837.0,0.79
GJ 3998,GJ 3998 d,259.0020507,11.0561751,0.5,3726.0,0.52
Kepler-1415,Kepler-1415 b,285.1568015,47.8732512,0.84,5267.0,0.89
Kepler-501,Kepler-501 b,297.2014919,41.7301534,1.04,5904.0,1.03
HAT-P-69,HAT-P-69 b,130.5056385,3.7105662,1.926,7394.0,1.648
HD 205158,HD 205158 b,323.9186227,-59.6933144,1.87741,6133.55,1.16
KOI-7913 A,KOI-7913 b,286.7485252,45.1587234,0.788,4324.0,0.76
Kepler-1177,Kepler-1177 b,286.6714813,49.4062964,0.97,5712.0,0.98
HD 221287,HD 221287 b,352.836223,-58.209754,1.13864,6304.0,1.25
TOI-1203,TOI-1203 c,168.2267358,-34.4069371,1.179,5737.0,0.886
HIP 38594,HIP 38594 b,118.5439118,-25.3023073,0.626646,4086.3,0.61
Kepler-961,Kepler-961 b,282.0354942,43.6312491,0.9,5582.0,0.96
TOI-5153,TOI-5153 b,91.5403204,-19.9534443,1.4,6300.0,1.24
Kepler-226,Kepler-226 b,292.3760942,47.8809596,0.802,5571.0,0.904
Kepler-1485,Kepler-1485 b,298.0954404,44.7370612,1.12,6087.0,1.11
Kepler-389,Kepler-389 c,291.9600082,44.9000587,0.792,5376.0,0.765
Kepler-241,Kepler-241 b,292.9131121,41.0609786,0.668,4699.0,0.671
Kepler-1239,Kepler-1239 b,293.1273357,42.3200578,1.57,6564.0,1.4
Kepler-937,Kepler-937 c,294.1688142,46.7146161,1.22,6095.0,1.15
Kepler-487,Kepler-487 b,295.2872318,41.2220033,0.88,5444.0,0.91
HD 208487,HD 208487 b,329.3332489,-37.7641354,1.16,6134.0,1.15
KIC 5437945,Kepler-460 c,288.4749028,40.6512848,1.26,6146.0,1.17
OGLE-TR-111,OGLE-TR-111 b,163.324115,-61.4056976,0.83,5040.0,0.82
TOI-5926,TOI-5926 b,308.0784435,15.5030795,0.890046,5388.92,0.946
Kepler-1696,Kepler-1696 b,295.5761011,42.0233639,1.19811,5712.0,1.02
Kepler-1965,Kepler-1965 b,292.5147146,38.0219872,0.837,5852.0,0.928
Kepler-58,Kepler-58 e,296.3586251,39.1152033,1.083,6100.0,1.017
Kepler-1266,Kepler-1266 c,285.8693277,42.7279996,0.831,4996.0,0.791
HD 159243,HD 159243 b,263.3395365,5.7008254,1.12,6123.0,1.125
Kepler-949,Kepler-949 b,298.6079128,46.45366,0.86,5403.0,0.89
CT Cha,CT Cha b,166.0375038,-76.4553693,1.679694,4403.0,
Kepler-1622,Kepler-1622 b,297.3288329,47.815459,1.5,6436.0,1.31
TOI-4010,TOI-4010 b,20.2148196,66.0722009,0.83,4960.0,0.88
Kepler-1725,Kepler-1725 b,294.3735518,40.1946345,1.085,6020.0,1.049
Kepler-1826,Kepler-1826 b,292.7700072,48.8998469,0.486,3821.0,0.49
Kepler-1847,Kepler-1847 b,296.6014013,44.3252289,0.964,6122.0,1.041
Kepler-1401,Kepler-1401 b,287.4660334,40.75842,1.1,5964.0,1.07
GJ 581,GJ 581 e,229.8564725,-7.7226935,0.302,3500.0,0.295
Kepler-1853,Kepler-1853 b,284.7478834,46.3735415,0.788,4821.0,0.765
Kepler-155,Kepler-155 c,288.4957831,51.0819286,0.62,4508.0,0.635
Kepler-770,Kepler-770 d,286.4904589,38.374872,0.92,5598.0,0.94
Kepler-913,Kepler-913 c,297.5830564,41.9523531,1.797,6068.0,1.294
HD 73256,HD 73256 c,129.0949961,-30.0373339,0.944723,5570.0,1.0
Kepler-445,Kepler-445 d,298.7363395,46.4991236,0.21,3157.0,0.18
Kepler-163,Kepler-163 c,295.0027458,46.9873389,0.917,5776.0,0.882
Kepler-1491,Kepler-1491 c,293.6297645,45.7406293,1.389,5626.0,0.991
Kepler-46,Kepler-46 c,289.2687388,42.6041819,0.938,5155.0,0.902
K2-190,K2-190 c,205.3630485,-13.1608686,0.912206,5631.0,0.904597
WASP-48,WASP-48 b,291.1623865,55.4730273,1.58,5920.0,0.88
Kepler-56,Kepler-56 b,293.7583002,41.871807,4.23,4840.0,1.32
Kepler-312,Kepler-312 b,298.3957687,42.4597712,1.467,6115.0,1.314
Kepler-1530,Kepler-1530 d,288.1624396,48.165153,1.303,5678.0,1.015
Kepler-450,Kepler-450 b,295.4865821,51.0135237,1.64162,6197.21,1.19
HIP 75092,HIP 75092 b,230.1724206,-25.9910525,4.53,4891.0,1.28
Kepler-1749,Kepler-1749 b,290.2945805,45.5645196,0.553,3957.0,0.551
Kepler-1815,Kepler-1815 b,300.170472,43.9849048,0.967,5516.0,0.856
K2-111,K2-111 c,59.8903081,21.2985263,1.25,5775.0,0.84
Kepler-717,Kepler-717 b,292.9655071,43.346345,0.85,5485.0,0.88
K2-188,K2-188 c,129.8137008,23.3574367,1.19,5977.0,1.06
Kepler-304,Kepler-304 c,294.4418031,40.5575408,0.687,4731.0,0.737
HAT-P-43,HAT-P-43 b,128.9256885,10.2065866,1.08,5693.0,1.03
TOI-375,TOI-375 c,47.1499034,-77.3833275,2.9,5259.9,1.441
Kepler-560,Kepler-560 b,300.2066441,45.0182402,0.33,3556.0,0.34
Kepler-1972,Kepler-1972 c,288.3953074,39.8725067,1.384,5818.0,1.12
Kepler-1566,Kepler-1566 b,283.5875459,40.5749018,0.81,5254.0,0.84
kap And,kap And b,355.1025974,44.3338511,2.109,11327.0,2.768
Kepler-1432,Kepler-1432 b,295.5241011,49.8295211,1.13,6031.0,1.09
PZ Tel,PZ Tel b,283.2745823,-50.1808952,1.25646,5169.0,1.36
GJ 667 C,GJ 667 C b,259.7510609,-34.9977651,,3350.0,0.33
Kepler-1840,Kepler-1840 b,298.5948803,41.4359643,0.803,4898.0,0.774
Kepler-704,Kepler-704 b,283.3163671,41.8370942,0.96,5616.0,0.97
TOI-172,TOI-172 b,316.6318791,-26.6928654,1.777,5645.0,1.128
HD 82943,HD 82943 c,143.7114034,-12.1302976,1.1826,5935.0,1.08
EPIC 206042996,EPIC 206042996 c,337.5136198,-13.6101475,0.5,4114.0,0.565
HD 68475,HD 68475 b,122.7192621,-42.8128841,0.79099,5022.0,0.83
Kepler-671,Kepler-671 b,294.2657519,49.3140933,0.95,5624.0,0.97
Kepler-1806,Kepler-1806 b,287.5349528,49.8016283,0.788,5311.0,0.884
Kepler-1388,Kepler-1388 c,283.3360156,47.1744499,0.61,4098.0,0.63
CoRoT-11,CoRoT-11 b,280.6872998,5.9376586,1.37,6440.0,1.27
